Account,Sentiment,Avg_PnL,Total_PnL,Avg_ROI,Win_Rate,Trades
0x39cef799f8b69da1995852eea189df24eb5cae3c,Greed,168.12317865079365,10591.760255,0.049600690659580476,0.4444444444444444,63
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Greed,81.63002395180725,6775.291988000001,0.02281129576147931,0.5301204819277109,83
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Greed,163.0698608846154,4239.816383,0.028480928277934733,0.5,26
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Greed,8.6401,43.2005,0.0018228657482653044,0.4,5
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Greed,0.9344916,4.672458,0.09321685862099079,0.2,5
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Greed,-34.62735278431372,-3531.989984,-0.019326447197324854,0.7254901960784313,102
0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,-3.5327071028806585,-24036.539128,-0.008829394450671331,0.19914756025867136,6804
0x271b280974205ca63b716753467d5a371de622ab,Greed,-185.22186365555558,-100019.806374,-0.009660475627476111,0.24444444444444444,540
0x8170715b3b381dffb7062c0298972d4727a0a63b,Greed,-217.8474883448276,-360101.898234,-0.0023913438823257695,0.5468844525105868,1653
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,116.08603838385883,401309.434693,0.03558781165245245,0.3780734741105004,3457
0x513b8629fe877bb581bf244e326a047b249c4ff1,Neutral,151.50198412793006,381330.49405,0.04212880997034253,0.5542312276519666,2517
0x083384f897ee0f19899168e3b1bec365f52a9012,Neutral,298.4563342992874,125650.11674,0.01725598358214353,0.5819477434679335,421
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Neutral,144.91084959970237,97380.090931,0.02127371457917502,0.7529761904761905,672
0x420ab45e0bd8863569a5efbb9c05d91f40624641,Neutral,1547.7846563541668,74293.663505,0.6205333871132813,0.5208333333333334,48
0x430f09841d65beb3f27765503d0f850b8bce7713,Neutral,440.0102964925373,58961.37973,0.06939641743393919,0.5074626865671642,134
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Neutral,13.435311504918033,57368.780126,0.006071585628100004,0.47096018735363,4270
0x8170715b3b381dffb7062c0298972d4727a0a63b,Neutral,50.32818260465116,47610.460743999996,0.011592570120224946,0.30655391120507397,946
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,35.64160001644479,45514.323221,0.003348541434227683,0.4267815191855912,1277
0x2c229d22b100a7beb69122eed721cee9b24011dd,Neutral,41.66782569064039,42292.843076,0.02248523334752345,0.5753694581280788,1015
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Neutral,3.3300605015350606,27116.682664,0.0017192866801784739,0.34778337222154,8143
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Neutral,9.063013956643356,12960.109958,0.002557605925368456,0.3195804195804196,1430
0x39cef799f8b69da1995852eea189df24eb5cae3c,Neutral,40.26929397058824,10953.24796,0.01529869020357372,0.41544117647058826,272
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Neutral,1.7534768729394332,9467.021637,0.0027456332634285844,0.31950361177995923,5399
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Neutral,4009.581548,8019.163096,0.06291050522094012,0.5,2
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Neutral,137.64776113461537,7157.683579,0.006231909076267059,0.38461538461538464,52
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,Neutral,6.207158245772266,5505.749364,0.018647990412525912,0.46674182638105977,887
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Neutral,6.142136719512195,4029.241688,-0.05657285901092642,0.43902439024390244,656
0xb899e522b5715391ae1d4f137653e7906c5e2115,Neutral,12.796015694267515,4017.948928,0.0003806212142456921,0.27388535031847133,314
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Neutral,20.624933163934426,1258.120923,0.05559640451556621,0.3770491803278688,61
0x8477e447846c758f5a675856001ea72298fd9cb5,Neutral,0.368265474715262,808.3427170000001,0.0031086645290686918,0.28109339407744877,2195
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Neutral,0.0,0.0,0.0,0.0,79
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Neutral,0.0,0.0,0.0,0.0,45
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Neutral,-13.407838499999999,-53.631353999999995,-0.20776844118420063,0.0,4
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Neutral,-3.798615173076924,-395.0559780000001,-0.0005458890151661432,0.1346153846153846,104
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Neutral,-37.23960921212121,-1228.907104,0.058154750197092875,0.6060606060606061,33
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Neutral,-1.7800249118852463,-2605.9564710000004,0.016829012452213025,0.7151639344262295,1464
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Neutral,-79.41576261403509,-4526.698469,-0.038929205366357064,0.0,57
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Neutral,-16.573722395833332,-11933.080125,-0.025609442952464014,0.3611111111111111,720
0x271b280974205ca63b716753467d5a371de622ab,Neutral,-31.78354016861436,-19038.340561,-0.009310950608797556,0.0,599
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Neutral,-218.6502511331719,-90302.553718,-0.01343839563609,0.16464891041162227,413
